id	IndexCancer	Stage	Fix	total_individuals	number_last_known_outcome	final_proportion	number_final_outcome	extrapolated_prop_died	extrapolated_cod	extrapolated_outcome
Overall	Breast, HR+	I	NC	63020	10679	0.19776709690536354	12463.28244697601	0.7178318135764945	0.7073117473011302	44574.786314917226
Overall	Breast, HR+	I	NIndex	63020	2365	0.04265823893330845	2688.322217577099	0.14285714285714285	0.14406373745949488	9078.896734697368
Overall	Breast, HR+	II	Alive	37302	24602	0.612803742856156	22858.805216020333	0	0	0
Overall	Breast, HR+	II	Index	37302	4943	0.14585920297807803	5440.839989488267	0.30337078651685395	0.331765956428822	12375.533706707918
Overall	Breast, HR+	II	NC	37302	6438	0.20067409897424088	7485.545239937133	0.5849719101123595	0.5591470749568097	20857.304190038914
Overall	Breast, HR+	II	NIndex	37302	1319	0.040662955191525074	1516.8095545542683	0.11165730337078651	0.10908696861436834	4069.162103253168
Overall	Breast, HR+	III	Alive	12384	5888	0.4289609014096584	5312.25180305721	0	0	0
Overall	Breast, HR+	III	Index	12384	4292	0.36713244584129445	4546.568209298591	0.4959839357429719	0.5798901620023098	7181.359766236605
Overall	Breast, HR+	III	NC	12384	1855	0.17017706991179454	2107.4728337876636	0.41967871485943775	0.350202829740346	4336.911843504445
Overall	Breast, HR+	III	NIndex	12384	349	0.03372958283725257	417.7071538565358	0.08433734939759036	0.06990700825734424	865.728390258951
Overall	Breast, HR+	IV	Alive	5536	531	0.0719802939679866	398.4829074067738	0	0	0
Overall	Breast, HR+	IV	Index	5536	4470	0.8232739822924099	4557.644765970781	0.5138888888888888	0.8602638555815141	4762.420704499262
Overall	Breast, HR+	IV	NC	5536	483	0.09476256988498535	524.6055868832789	0.4583333333333333	0.12775353795364588	707.2435861113836
Overall	Breast, HR+	IV	NIndex	5536	52	0.009983153854618136	55.266739739166006	0.027777777777777776	0.011982606464839986	66.33570938935416
Overall	Breast, HR-	?	Alive	996	487	0.4440650988914958	442.28883849592984	0	0	0
Overall	Breast, HR-	?	Index	996	312	0.32621207952942927	324.90723121131157	0.2222222222222222	0.4248932126164283	423.1936397659626
Overall	Breast, HR-	?	NC	996	169	0.19442008965782942	193.6424092991981	0.5555555555555556	0.44112292237532713	439.3584306858258
Overall	Breast, HR-	?	NIndex	996	28	0.0353027319212455	35.161520993560515	0.2222222222222222	0.13398386500824455	133.44792954821156
Overall	Breast, HR-	I	Alive	9415	7010	0.7106415356793165	6690.690058420765	0	0	0
Overall	Breast, HR-	I	Index	9415	797	0.08874223525911935	835.5081449646087	0.17391304347826086	0.2123320675511744	1999.1064159943069
Overall	Breast, HR-	I	NC	9415	1240	0.15741356487451744	1482.0487132935816	0.6996047430830039	0.654581753867557	6162.8872126630495
Overall	Breast, HR-	I	NIndex	9415	368	0.04320266418704668	406.75308332104447	0.12648221343873517	0.13308617858126853	1253.0063713426432
Overall	Breast, HR-	II	Alive	9770	6135	0.59420724700240235	5805.404803213471	0	0	0
Overall	Breast, HR-	II	Index	9770	1962	0.20447788878801224	1997.7489734588796	0.12	0.2757827584283005	2694.397549844496
Overall	Breast, HR-	II	NC	9770	1367	0.1648678372791825	1610.7587702176131	0.728	0.5974507130969314	5837.09346695702
Overall	Breast, HR-	II	NIndex	9770	306	0.03644702693040292	356.08745311003656	0.152	0.12676652847476808	1238.5089831984842
Overall	Breast, HR-	III	Alive	4235	1704	0.3728883476864977	1579.1821524523177	0	0	0
Overall	Breast, HR-	III	Index	4235	1931	0.46746973977105716	1979.734347930427	0.29464285714285715	0.577338627928686	2445.029089277985
Overall	Breast, HR-	III	NC	4235	496	0.1312307945138833	555.7624147662958	0.6339285714285714	0.3676153720651453	1556.8511006958902
Overall	Breast, HR-	III	NIndex	4235	104	0.02841111802856183	120.32108485095935	0.07142857142857142	0.055046000006168806	233.1198100261249
Overall	Breast, HR-	IV	Alive	1787	146	0.05562327551028657	99.3987933368821	0	0	0
Overall	Breast, HR-	IV	Index	1787	1484	0.838050695534861	1497.5965929207966	0.25	0.8519565144124327	1522.4462912550173
Overall	Breast, HR-	IV	NC	1787	140	0.09427079177704174	168.4619049055736	0.5714285714285714	0.12605552064006265	225.26121538379195
Overall	Breast, HR-	IV	NIndex	1787	17	0.012055237177810709	21.542708836747735	0.17857142857142855	0.02198796494750474	39.29249336119097
Overall	Breast, HR?	?	Alive	2917	1082	0.3115113292097207	908.6785473047553	0	0	0
Overall	Breast, HR?	?	Index	2917	1224	0.4521129083723558	1318.8133537221618	0.5045871559633028	0.6092975240286369	1777.3208775915339
Overall	Breast, HR?	?	NC	2917	530	0.20503731111413187	598.0938365199227	0.43119266055045874	0.33935870994768114	989.9093569173858
Overall	Breast, HR?	?	NIndex	2917	81	0.03133845130379165	91.41426245316023	0.06422018348623854	0.05134376602368197	149.7697654910803
Overall	Breast, HR?	I	Alive	2837	1942	0.6372648942972191	1807.9205051212107	0	0	0
Overall	Breast, HR?	I	Index	2837	189	0.076705717574869	217.61412075990336	0.12857142857142856	0.15863977541308288	450.06104284691617
Overall	Breast, HR?	I	NC	2837	591	0.24110992509252868	684.0288574875038	0.7857142857142857	0.741818056326058	2104.5378257970265
Overall	Breast, HR?	I	NIndex	2837	115	0.04491946303538319	127.4365166313821	0.08571428571428572	0.09954216826085911	282.4011313560573
Overall	Breast, HR?	II	Alive	2115	1245	0.5384399211262219	1138.8004331819593	0	0	0
Overall	Breast, HR?	II	Index	2115	362	0.1851674444177709	391.6291449435854	0.3177570093457944	0.35626050346722454	753.4909648331799
Overall	Breast, HR?	II	NC	2115	435	0.23768620770532817	502.70632929676907	0.5981308411214953	0.5597437306219468	1183.8579902654176
Overall	Breast, HR?	II	NIndex	2115	73	0.03870642675067909	81.86409257768628	0.08411214953271028	0.0839957659108286	177.65104490140249
Overall	Breast, HR?	III	Alive	740	270	0.31649933197592783	234.2095056621866	0	0	0
Overall	Breast, HR?	III	Index	740	338	0.4818155211314583	356.54348563727916	0.5925925925925926	0.669370680820897	495.3343038074638
Overall	Breast, HR?	III	NC	740	114	0.1742201899397628	128.92294055542447	0.3333333333333333	0.2797199672650721	206.99277577615334
Overall	Breast, HR?	III	NIndex	740	18	0.027464956952851016	20.324068145109752	0.07407407407407407	0.050909351914030856	37.67292041638284
Overall	Breast, HR?	IV	Alive	1244	33	0.00880576064199553	10.95436623864244	0	0	0
Overall	Breast, HR?	IV	Index	1244	1099	0.8954688512609177	1113.9632509685816	0.5294117647058824	0.9001307245419742	1119.7626213302158
Overall	Breast, HR?	IV	NC	1244	96	0.0789603795010085	98.22671209925457	0.1764705882352941	0.08051433726136065	100.15983555313264
Overall	Breast, HR?	IV	NIndex	1244	16	0.01676500859607833	20.855670693521443	0.29411764705882354	0.019354938196665252	24.077543116651572
Overall	Cervix	?	Alive	610	193	0.24054574580122287	146.73290493874595	0	0	0
Overall	Cervix	?	Index	610	313	0.5634762155877171	343.72049150850745	0.5714285714285714	0.7009309274741302	427.56786575921944
Overall	Cervix	?	NC	610	82	0.1553134441055802	94.74120090440393	0.3571428571428571	0.24122263903458835	147.1458098110989
Overall	Cervix	?	NIndex	610	22	0.04066459450547982	24.805402648342692	0.07142857142857142	0.057846433491281456	35.286324429681684
Overall	Cervix	I	Alive	2213	1492	0.6327467933590822	1400.268653703649	0	0	0
Overall	Cervix	I	Index	2213	336	0.16414887598296982	363.2614625503122	0.3157894736842105	0.3639636528332063	805.4515637198856
Overall	Cervix	I	NC	2213	308	0.16419778248172795	363.36969263206396	0.631578947368421	0.5638273361822009	1247.7498949712108
Overall	Cervix	I	NIndex	2213	77	0.038906548176219996	86.10019111397484	0.05263157894736842	0.07220901098459274	159.79854130890374
Overall	Cervix	II	Alive	1013	457	0.379654611620236	384.59012157129905	0	0	0
Overall	Cervix	II	Index	1013	331	0.35428895312948994	358.8947095201733	0.42857142857142855	0.5169980723953054	523.7190473364443
Overall	Cervix	II	NC	1013	166	0.19177567673523374	194.2687605327918	0.39285714285714285	0.3409257027288979	345.3577368643736
Overall	Cervix	II	NIndex	1013	59	0.07428075851504029	75.24640837573581	0.17857142857142855	0.14207622487579671	143.92321579918206
Overall	Cervix	III	Alive	1457	479	0.2754996248383786	401.4029533895176	0	0	0
Overall	Cervix	III	Index	1457	757	0.5384215184677508	784.4801524075128	0.25	0.6072964246773455	884.8308907548924
Overall	Cervix	III	NC	1457	164	0.13776951845704608	200.73018839191613	0.53125	0.2841286941524347	413.9755073800973
Overall	Cervix	III	NIndex	1457	57	0.04830933823682457	70.38670581105339	0.21875	0.10857488117021988	158.19360186501035
Overall	Cervix	IV	Alive	1182	151	0.09089349572452415	107.43611194638756	0	0	0
Overall	Cervix	IV	Index	1182	922	0.8018761169114124	947.8175701892894	0.6666666666666666	0.8624717807277618	1019.4416448202144
Overall	Cervix	IV	NC	1182	103	0.10165454107899302	120.15566755536975	0.3333333333333333	0.13195237298716775	155.96770487083228
Overall	Cervix	IV	NIndex	1182	6	0.005575846285070437	6.590650308953256	0	0.005575846285070437	6.590650308953256
Overall	Colon-Rectum	?	Alive	9196	4133	0.4156572631736956	3822.384192145305	0	0	0
Overall	Colon-Rectum	?	Index	9196	3202	0.3541887042787259	3257.119324547163	0.16355140186915887	0.4221700323678817	3882.27561765504
Overall	Colon-Rectum	?	NC	9196	1566	0.19254824580133123	1770.673668389042	0.6869158878504672	0.47806982377578566	4396.330099442125
Overall	Colon-Rectum	?	NIndex	9196	295	0.037605786746247254	345.82281491848977	0.14953271028037382	0.09976014385633258	917.3942829028344
Overall	Colon-Rectum	I	Alive	25694	14223	0.5039954207365267	12949.658340404318	0	0	0
Overall	Colon-Rectum	I	Index	25694	3062	0.1251446060388372	3215.465507561883	0.11300813008130081	0.18210018610581055	4678.882181802696
Overall	Colon-Rectum	I	NC	25694	7119	0.3151980400886235	8098.698442037093	0.7780487804878049	0.7073310625641163	18174.164321522403
Overall	Colon-Rectum	I	NIndex	25694	1290	0.055661933136012594	1430.1777099967076	0.10894308943089431	0.11056875133007323	2840.9534966749015
Overall	Colon-Rectum	II	Alive	25363	11407	0.39758134870243267	10083.8557471398	0	0	0
Overall	Colon-Rectum	II	Index	25363	5899	0.241097061434672	6114.944769167586	0.17346938775510204	0.31006525457693074	7864.185051834695
Overall	Colon-Rectum	II	NC	25363	6927	0.3120821801215928	7915.340334423958	0.7304421768707483	0.6024923659510057	15281.013877615358
Overall	Colon-Rectum	II	NIndex	25363	1130	0.049239409741302545	1248.8591492686564	0.09608843537414966	0.08744237947206351	2217.801070549947
Overall	Colon-Rectum	III	Alive	25741	10002	0.3517751140671903	9055.043211203545	0	0	0
Overall	Colon-Rectum	III	Index	25741	10024	0.39816586775134255	10249.18760178731	0.20331491712707184	0.46968699591527957	12090.212961855212
Overall	Colon-Rectum	III	NC	25741	4834	0.21243977110289358	5468.412147959583	0.703867403314917	0.4600428071921756	11841.961899933793
Overall	Colon-Rectum	III	NIndex	25741	881	0.03761924707857359	968.3570390495627	0.09281767955801104	0.07027019689254484	1808.8251382109966
Overall	Colon-Rectum	IV	Alive	20595	1154	0.043893435698380195	903.9853082081402	0	0	0
Overall	Colon-Rectum	IV	Index	20595	17952	0.8793570688197998	18110.358832343776	0.41304347826086957	0.8974869661734786	18483.744068342792
Overall	Colon-Rectum	IV	NC	20595	1304	0.06594372798030224	1358.1110777543245	0.48913043478260865	0.08741334326755341	1800.2778045952625
Overall	Colon-Rectum	IV	NIndex	20595	185	0.010805767501517786	222.5447816937588	0.09782608695652173	0.015099690558968024	310.97812706194645
Overall	Esophagus	?	Alive	1718	92	0.03215217723763177	55.23744049425139	0	0	0
Overall	Esophagus	?	Index	1718	1371	0.8057740530654935	1384.3198231665178	0.4074074074074074	0.8188730882363806	1406.8239655901018
Overall	Esophagus	?	NC	1718	235	0.1477097287871398	253.76531405630618	0.5555555555555556	0.16557204947471302	284.45278099755694
Overall	Esophagus	?	NIndex	1718	20	0.014364040909734858	24.677422282924486	0.037037037037037035	0.015554862288906405	26.723253412341204
Overall	Esophagus	I	Alive	1830	495	0.24910964000137434	455.87064120251506	0	0	0
Overall	Esophagus	I	Index	1830	881	0.4877963712119095	892.6673593177944	0.2	0.5376182992121844	983.8414875582974
Overall	Esophagus	I	NC	1830	400	0.2316400192417213	423.90123521235	0.64	0.3910701888426009	715.6584455819597
Overall	Esophagus	I	NIndex	1830	54	0.03145396954499484	57.56076426734056	0.16	0.07131151194521473	130.50006685974296
Overall	Esophagus	II	Alive	2105	275	0.10869561652074627	228.8042727761709	0	0	0
Overall	Esophagus	II	Index	2105	1435	0.6878952786529173	1448.0195615643909	0.39215686274509803	0.7305210106218374	1537.7467273589677
Overall	Esophagus	II	NC	2105	361	0.18420117720472617	387.7434780159486	0.4901960784313726	0.2374833421658763	499.90243525916964
Overall	Esophagus	II	NIndex	2105	34	0.01920792762161017	40.43268764348941	0.11764705882352941	0.031995647212286205	67.35083738186246
Overall	Esophagus	III	Alive	2176	193	0.06896346783275217	150.06450600406873	0	0	0
Overall	Esophagus	III	Index	2176	1681	0.7793435630580079	1695.8515932142252	0.45833333333333337	0.8109518191480193	1764.63115846609
Overall	Esophagus	III	NC	2176	262	0.12909042364388107	280.9007618490852	0.375	0.15495172408116314	337.174951600611
Overall	Esophagus	III	NIndex	2176	40	0.022602545465358864	49.18313893262089	0.16666666666666666	0.03409645677081756	74.193889933299
Overall	Esophagus	IV	Alive	4038	96	0.008465272192914482	34.18276911498868	0	0	0
Overall	Esophagus	IV	Index	4038	3692	0.9227733602851977	3726.1588288316284	0.3913043478260869	0.9260858580998165	3739.534695007059
Overall	Esophagus	IV	NC	4038	224	0.061664263719393285	249.00029689891008	0.5217391304347826	0.06608092747221823	266.8347851328172
Overall	Esophagus	IV	NIndex	4038	26	0.007097103802494497	28.65810515447278	0.08695652173913043	0.007833214427965321	31.630519860123965
Overall	Kidney	?	Alive	2280	638	0.2386143594377832	544.0407395181456	0	0	0
Overall	Kidney	?	Index	2280	970	0.44257805413021206	1009.0779634168834	0.3908045977011494	0.5358296428760124	1221.6915857573083
Overall	Kidney	?	NC	2280	577	0.2745915105744712	626.0686441097943	0.5172413793103449	0.39801273097332457	907.46902661918
Overall	Kidney	?	NIndex	2280	95	0.044216075857533566	100.81265295517653	0.09195402298850575	0.06615762615066306	150.83938762351178
Overall	Kidney	I	Alive	19559	11558	0.5378536404482049	10519.879353526441	0	0	0
Overall	Kidney	I	Index	19559	2153	0.12206212579337956	2387.413118392711	0.21885913853317812	0.2397763101988074	4689.784851178474
Overall	Kidney	I	NC	19559	4788	0.2794114893283992	5465.00931977416	0.6589057043073341	0.6338063211021874	12396.617834437682
Overall	Kidney	I	NIndex	19559	1060	0.06067274443001628	1186.6982083066885	0.12223515715948777	0.12641736869900524	2472.5973143838437
Overall	Kidney	II	Alive	3198	1580	0.4199843400059154	1343.1099193389175	0	0	0
Overall	Kidney	II	Index	3198	805	0.2727844111850442	872.3645469697714	0.3459119496855346	0.4180620130738829	1336.9623178102775
Overall	Kidney	II	NC	3198	661	0.2536932851188739	811.3111258101587	0.559748427672956	0.4887788590844492	1563.1147913520686
Overall	Kidney	II	NIndex	3198	152	0.05353796369016646	171.21440788115234	0.09433962264150943	0.09315912784166791	297.922890837654
Overall	Kidney	III	Alive	5380	2045	0.30881094835970063	1661.4029021751894	0	0	0
Overall	Kidney	III	Index	5380	2059	0.4132689041889671	2223.3867045366433	0.4732142857142857	0.559402656537754	3009.5862921731164
Overall	Kidney	III	NC	5380	1075	0.23415567115520555	1259.7575108150058	0.4375	0.3692604610625746	1986.6212805166513
Overall	Kidney	III	NIndex	5380	201	0.04376447629612672	235.45288247316174	0.08928571428571429	0.07133688239967143	383.79242731023226
Overall	Kidney	IV	Alive	6712	345	0.028440183268175594	190.89051009599459	0	0	0
Overall	Kidney	IV	Index	6712	5841	0.8822768740985147	5921.842378949231	0.4477611940298507	0.8950112845171009	6007.315741678781
Overall	Kidney	IV	NC	6712	468	0.07768364622606472	521.4126334693464	0.40298507462686567	0.0891446156027922	598.3386599259412
Overall	Kidney	IV	NIndex	6712	58	0.011599296407244894	77.85447748542774	0.14925373134328357	0.015844099880106922	106.34559839527766
Overall	Larynx	?	Alive	730	209	0.23025724612828966	168.08778967365146	0	0	0
Overall	Larynx	?	Index	730	277	0.3991592890577292	291.3862810121423	0.46875	0.5070923731803649	370.1774324216664
Overall	Larynx	?	NC	730	213	0.32539346671408925	237.53723070128515	0.5	0.4405220897782341	321.5811255381109
Overall	Larynx	?	NIndex	730	31	0.045189998099891854	32.988698612921056	0.03125	0.052385537041400906	38.24144204022266
Overall	Larynx	I	Alive	3206	1327	0.36026658763006025	1155.014679941973	0	0	0
Overall	Larynx	I	Index	3206	719	0.23343339759999704	748.3874727055905	0.19205298013245034	0.30262366939649865	970.2114840851747
Overall	Larynx	I	NC	3206	958	0.3319044989870352	1064.0858237524349	0.6490066225165563	0.5657199002303855	1813.698000138616
Overall	Larynx	I	NIndex	3206	202	0.07439551578290748	238.51202360000138	0.15894039735099338	0.13165643037311575	422.0905157762091
Overall	Larynx	II	Alive	1425	432	0.2459874438514456	350.53210748831	0	0	0
Overall	Larynx	II	Index	1425	506	0.3774752863434668	537.9022830394401	0.34285714285714286	0.46181383852110525	658.084719892575
Overall	Larynx	II	NC	1425	408	0.31211908098775093	444.76969040754506	0.45714285714285713	0.42457048389126895	605.0129395450582
Overall	Larynx	II	NIndex	1425	79	0.06441818881733669	91.79591906470478	0.19999999999999998	0.11361567758762581	161.9023405623668
Overall	Larynx	III	Alive	1479	262	0.12627072581957316	186.7544034871487	0	0	0
Overall	Larynx	III	Index	1479	713	0.499529145768499	738.80360659161	0.4107142857142857	0.5513903367301094	815.5063080238318
Overall	Larynx	III	NC	1479	409	0.29985701283860433	443.4885219882958	0.3214285714285714	0.34044403185203853	503.516723109165
Overall	Larynx	III	NIndex	1479	95	0.07434311557332354	109.95346793294551	0.26785714285714285	0.10816563141785207	159.97696886700322
Overall	Larynx	IV	Alive	2570	403	0.11201224642189749	287.87147330427655	0	0	0
Overall	Larynx	IV	Index	2570	1560	0.62817179049263006	1614.4015015660593	0.43478260869565216	0.6768727671978029	1739.5630116983534
Overall	Larynx	IV	NC	2570	503	0.21128320090453181	542.9978263246468	0.4202898550724638	0.25836081171953224	663.9872861191978
Overall	Larynx	IV	NIndex	2570	104	0.0485327621809406	124.72919880501735	0.14492753623188406	0.06476642108266488	166.44970218244873
Overall	Liver-Bile Duct	?	Alive	5101	197	0.01723693434560721	87.92560209694237	0	0	0
Overall	Liver-Bile Duct	?	Index	5101	4318	0.8613178211350694	4393.582205609989	0.5151515151515151	0.8701974539797761	4438.877212750838
Overall	Liver-Bile Duct	?	NC	5101	540	0.1110435942798539	566.4333744215347	0.36363636363636365	0.11731157040552925	598.4063206386047
Overall	Liver-Bile Duct	?	NIndex	5101	46	0.010401650239469585	53.05881787153435	0.12121212121212122	0.012490975614694701	63.71646661055767
Overall	Liver-Bile Duct	I	Alive	6173	1059	0.1477410710106309	912.0056313486244	0	0	0
Overall	Liver-Bile Duct	I	Index	6173	3897	0.6432365494884632	3970.6992199922834	0.348314606741573	0.6946969225371099	4288.36410282158
Overall	Liver-Bile Duct	I	NC	6173	1087	0.18294583222421187	1129.32462232006	0.5056179775280899	0.25764637374644095	1590.45106513678
Overall	Liver-Bile Duct	I	NIndex	6173	130	0.026076547276693996	160.97052633903203	0.14606741573033707	0.04765670371644907	294.1848320416401
Overall	Liver-Bile Duct	II	Alive	3547	582	0.13634793161959496	483.62611345470333	0	0	0
Overall	Liver-Bile Duct	II	Index	3547	2325	0.669533497343964	2374.83531507904	0.4444444444444444	0.730132578063784	2589.7802543922417
Overall	Liver-Bile Duct	II	NC	3547	556	0.16796924469716618	595.7869109408484	0.35185185185185186	0.21594351693369032	765.9516545637996
Overall	Liver-Bile Duct	II	NIndex	3547	84	0.026149326339274883	92.75166052540801	0.2037037037037037	0.05392390500252571	191.2680910439587
Overall	Liver-Bile Duct	III	Alive	4382	205	0.030709252217289894	134.5679432161643	0	0	0
Overall	Liver-Bile Duct	III	Index	4382	3763	0.8701326267370915	3812.921170361935	0.6153846153846154	0.8890306281015775	3895.7322123411127
Overall	Liver-Bile Duct	III	NC	4382	397	0.0933742552877389	409.16598667087186	0.23076923076923078	0.10046100579942119	440.22012741306366
Overall	Liver-Bile Duct	III	NIndex	4382	17	0.00578386575787976	25.344899751029107	0.15384615384615385	0.010508366099001281	46.047660245823614
Overall	Liver-Bile Duct	IV	Alive	3776	67	0.005854200473449501	22.105460987745317	0	0	0
Overall	Liver-Bile Duct	IV	Index	3776	3441	0.9202927259202138	3475.0253330747273	0.42857142857142855	0.9228016689802636	3484.4991020694756
Overall	Liver-Bile Duct	IV	NC	3776	246	0.06708998862128726	253.3317970339807	0.42857142857142855	0.06959893168133705	262.80556602872866
Overall	Liver-Bile Duct	IV	NIndex	3776	22	0.006763084985049424	25.537408903546623	0.14285714285714285	0.0075993993383993525	28.695331901795956
Overall	Lung, All	?	Alive	15584	1400	0.07709150372232192	1201.3939940086648	0	0	0
Overall	Lung, All	?	Index	15584	11753	0.7594836769203325	11835.79362112646	0.3108108108108108	0.783444549698892	12209.199862507532
Overall	Lung, All	?	NC	15584	2276	0.1528324607606193	2381.741068493491	0.6283783783783784	0.20127509485640266	3136.671078242179
Overall	Lung, All	?	NIndex	15584	155	0.010592358596726305	165.07131637138275	0.060810810810810814	0.015280355444705341	238.12905925028804
Overall	Lung, All	I	Alive	26661	6378	0.20377609276705044	5432.874409262332	0	0	0
Overall	Lung, All	I	Index	26661	12035	0.4623953412309888	12327.922192559392	0.3089820359281437	0.5253584932476343	14006.582788475178
Overall	Lung, All	I	NC	26661	7503	0.3039210215210931	8102.838354773864	0.6407185628742514	0.4344841468269278	11583.781838552723
Overall	Lung, All	I	NIndex	26661	745	0.02990754448086766	797.3650434044126	0.05029940119760479	0.04015735992543786	1070.6353729720988
Overall	Lung, All	II	Alive	6509	836	0.10128325976499483	659.2527378103514	0	0	0
Overall	Lung, All	II	Index	6509	4314	0.6745812976048208	4390.849666109779	0.42500000000000004	0.7176266830049436	4671.0320796791775
