id	Site	Stage	Cause	extrapolated_outcome	Status	Percent	Percent_Excluding_Index
Overall	Bladder	I	Chronic Liver	67.23267557056937	NonCancer	0.6374578133172406	0.9064011692359569
Overall	Bladder	I	Suicide-Self-Injury	61.71536422751107	NonCancer	0.5851461479805733	0.8320192201323879
Overall	Bladder	I	Other Infectious	60.89723394557608	NonCancer	0.5773891527977253	0.8209895498442428
Overall	Bladder	I	Nephritis-Nephrosis	13.29328532684573	NonCancer	0.12603854486437593	0.179214188056418
Overall	Bladder	I	Alive	0	NonCancer	0	0
Overall	Bladder	II	Lung	191.52142751739743	Cancer	3.8365670576401736	7.665179513857404
Overall	Bladder	II	Colon-Rectum	38.00775680657046	Cancer	0.7613733334649534	1.521168062591502
Overall	Bladder	II	Stomach	34.60256267918593	Cancer	0.6931603100798465	1.3848834462732342
Overall	Bladder	II	Other Cancer	32.88754248078111	Cancer	0.6588049375156473	1.3162439323500719
Overall	Bladder	II	Prostate	30.63304413451504	Cancer	0.6136427110279457	1.2260131171257322
Overall	Bladder	II	Pancreas	29.214276280958707	Cancer	0.5852218806281794	1.1692303830631867
Overall	Bladder	II	Melanoma	24.898315485028654	Cancer	0.4987643326327856	0.9964945450715366
Overall	Bladder	II	Liver-Bile Duct	23.893944212723373	Cancer	0.47864471579974716	0.9562970267020476
Overall	Bladder	II	Lymphoma	21.53956043638748	Cancer	0.43148157925455694	0.8620685399783425
Overall	Bladder	II	Myeloma	19.853880084105853	Cancer	0.39771394399250515	0.7946032820658966
Overall	Bladder	II	Oral-Pharynx	18.893689739534846	Cancer	0.37847936176952823	0.756173997917308
Overall	Bladder	II	Brain-Nervous	16.772758041057564	Cancer	0.3359927492199032	0.6712888630465267
Overall	Bladder	II	Breast	15.322678433333417	Cancer	0.30694468015491627	0.6132529521478371
Overall	Bladder	II	Other Digestive	12.33747531220547	Cancer	0.24714493814514166	0.4937774547824336
Overall	Bladder	II	Leukemia	12.019806362674538	Cancer	0.24078137745742267	0.4810635273869629
Overall	Bladder	II	Esophagus	11.116069047353715	Cancer	0.2226776652114126	0.44489363848679586
Overall	Bladder	II	Other Respiratory	11.05891777704582	Cancer	0.2215328080337705	0.4426062978375873
Overall	Bladder	II	Ovary	9.099929911217854	Cancer	0.18229026264458845	0.36420257115444243
Overall	Bladder	II	Uterus	6.062484088065769	Cancer	0.1214439921487534	0.2426361866517885
Overall	Bladder	II	Other Female	6.043456899115087	Cancer	0.12106283852394008	0.24187466967250526
Overall	Bladder	II	Bladder	0	Cancer	0	0
Overall	Bladder	II	Cervix	0	Cancer	0	0
Overall	Bladder	II	Index	2493.4097560121363	Cancer	49.9481120996021	0
Overall	Bladder	II	Kidney	0	Cancer	0	0
Overall	Bladder	II	Other Male	0	Cancer	0	0
Overall	Bladder	II	Other Urinary	0	Cancer	0	0
Overall	Bladder	II	Heart Disease	551.8524296800744	NonCancer	11.05473617147585	22.086551846904392
Overall	Bladder	II	Other Non-Cancer	393.3713518400809	NonCancer	7.88003509295034	15.743732001940518
Overall	Bladder	II	COPD	277.10396776960226	NonCancer	5.55096089282056	11.090412621131978
Overall	Bladder	II	Alzheimer	130.55213005361816	NonCancer	2.615226964215108	5.225031610035067
Overall	Bladder	II	Cerebrovascular	125.6744271940934	NonCancer	2.5175165703944997	5.0298134116425315
Overall	Bladder	II	Septicemia	89.00219821410012	NonCancer	1.7828965988401468	3.5620966034049895
Overall	Bladder	II	Suicide-Self-Injury	80.08415531963837	NonCancer	1.604249906242756	3.2051736178966435
Overall	Bladder	II	Other Circulatory	73.83838453105916	NonCancer	1.4791343055099995	2.9552018266592506
Overall	Bladder	II	Pneumonia-Influenza	66.3446353365131	NonCancer	1.3290191373500222	2.6552827337796714
Overall	Bladder	II	Diabetes	51.66682598281333	NonCancer	1.0349925076685365	2.0678390987531725
Overall	Bladder	II	Accident-External	43.89987301046689	NonCancer	0.8794045074212119	1.756985688873927
Overall	Bladder	II	Chronic Liver	22.48630109730533	NonCancer	0.4504467367248665	0.8999595332372777
Overall	Bladder	II	Nephritis-Nephrosis	20.88268762935684	NonCancer	0.41832306949833425	0.835778802851128
Overall	Bladder	II	Other Infectious	6.051300599882928	NonCancer	0.12121996393996251	0.24218859472631163
Overall	Bladder	II	Alive	0	NonCancer	0	0
Overall	Bladder	III	Leukemia	39.59288511714722	Cancer	1.8128610401624186	3.846233713663713
Overall	Bladder	III	Lung	30.955283499100236	Cancer	1.4173664605815126	3.007137637431057
Overall	Bladder	III	Colon-Rectum	30.02111256727465	Cancer	1.3745930662671544	2.9163880059838627
Overall	Bladder	III	Other Digestive	24.19261551976444	Cancer	1.107720490831705	2.350181179232197
Overall	Bladder	III	Breast	23.17095289271116	Cancer	1.0609410665160788	2.2509322048638016
Overall	Bladder	III	Stomach	18.976187966024124	Cancer	0.868873075367405	1.8434335789318839
Overall	Bladder	III	Pancreas	13.069462877260905	Cancer	0.5984186299112136	1.2696273229208717
Overall	Bladder	III	Esophagus	12.880713918481126	Cancer	0.5897762783187329	1.2512913868927265
Overall	Bladder	III	Prostate	12.283886485537835	Cancer	0.5624490149055785	1.1933128438531417
Overall	Bladder	III	Liver-Bile Duct	11.261076768423608	Cancer	0.5156170681512642	1.0939524359165191
Overall	Bladder	III	Oral-Pharynx	10.589722568080772	Cancer	0.4848774069634053	1.0287340222664856
Overall	Bladder	III	Brain-Nervous	10.566054445316237	Cancer	0.48379370170861885	1.0264347927092876
Overall	Bladder	III	Lymphoma	8.2558812403671	Cancer	0.3780165403098489	0.8020140151128167
Overall	Bladder	III	Other Cancer	6.068224698333456	Cancer	0.27784911622405933	0.5894950657866747
Overall	Bladder	III	Other Male	6.0628769827280635	Cancer	0.27760425745091866	0.5889755642653359
Overall	Bladder	III	Bladder	0	Cancer	0	0
Overall	Bladder	III	Cervix	0	Cancer	0	0
Overall	Bladder	III	Index	1154.6063628818542	Cancer	52.86659170704461	0
Overall	Bladder	III	Kidney	0	Cancer	0	0
Overall	Bladder	III	Melanoma	0	Cancer	0	0
Overall	Bladder	III	Myeloma	0	Cancer	0	0
Overall	Bladder	III	Other Female	0	Cancer	0	0
Overall	Bladder	III	Other Respiratory	0	Cancer	0	0
Overall	Bladder	III	Other Urinary	0	Cancer	0	0
Overall	Bladder	III	Ovary	0	Cancer	0	0
Overall	Bladder	III	Uterus	0	Cancer	0	0
Overall	Bladder	III	Heart Disease	241.52707384906537	NonCancer	11.058931952796033	23.463043207187106
Overall	Bladder	III	Other Non-Cancer	163.2228408106175	NonCancer	7.4735732971894455	15.856212329772157
Overall	Bladder	III	COPD	67.94146552743507	NonCancer	3.110872963710397	6.600144306083104
Overall	Bladder	III	Cerebrovascular	55.2992392021928	NonCancer	2.53201644698685	5.372020693367273
Overall	Bladder	III	Septicemia	43.63971631404151	NonCancer	1.9981555088846843	4.239361381348123
Overall	Bladder	III	Accident-External	37.457178162061	NonCancer	1.7150722601676283	3.638761384510283
Overall	Bladder	III	Diabetes	31.02581299686417	NonCancer	1.4205958331897515	3.013989195010273
Overall	Bladder	III	Alzheimer	27.85315222973483	NonCancer	1.2753274830464667	2.7057824359310727
Overall	Bladder	III	Other Infectious	25.003214975101677	NonCancer	1.1448358505083185	2.428926513000391
Overall	Bladder	III	Other Circulatory	23.212226305819776	NonCancer	1.062830874808598	2.254941692742915
Overall	Bladder	III	Chronic Liver	21.68062493251772	NonCancer	0.992702606800262	2.1061549392527854
Overall	Bladder	III	Suicide-Self-Injury	19.998480303182422	NonCancer	0.9156813325632978	1.9427437262162865
Overall	Bladder	III	Pneumonia-Influenza	13.585673962960902	NonCancer	0.6220546686337409	1.3197744257478488
Overall	Bladder	III	Alive	0	NonCancer	0	0
Overall	Bladder	III	Nephritis-Nephrosis	0	NonCancer	0	0
Overall	Bladder	IV	Prostate	31.303257897902732	Cancer	0.8609256847608011	4.074724844627763
Overall	Bladder	IV	Lung	27.559507250568927	Cancer	0.7579622456152069	3.5874032430060874
Overall	Bladder	IV	Stomach	20.419937911782142	Cancer	0.5616044530193107	2.6580501175396734
Overall	Bladder	IV	Cervix	20.0524973125364	Cancer	0.5514988259773487	2.610220612267257
Overall	Bladder	IV	Other Digestive	16.80520045789782	Cancer	0.46218923151534147	2.1875220799089385
Overall	Bladder	IV	Liver-Bile Duct	15.052946304438716	Cancer	0.4139974231143761	1.9594322894951317
Overall	Bladder	IV	Other Cancer	15.043733212611865	Cancer	0.41374403775060126	1.958233027287819
Overall	Bladder	IV	Other Male	15.035266046171383	Cancer	0.4135111673864516	1.957130861705848
Overall	Bladder	IV	Colon-Rectum	14.13765703616374	Cancer	0.3888244509395967	1.8402896771310975
Overall	Bladder	IV	Esophagus	13.230393080718507	Cancer	0.36387219693945283	1.7221917145501602
Overall	Bladder	IV	Breast	13.111969908144781	Cancer	0.36061523399738116	1.7067766467307135
Overall	Bladder	IV	Brain-Nervous	12.846487265515881	Cancer	0.3533137311748042	1.6722189427605498
Overall	Bladder	IV	Pancreas	12.331224850300316	Cancer	0.33914259764302296	1.6051475672625242
Overall	Bladder	IV	Leukemia	11.276526546118737	Cancer	0.310135493567622	1.4678581708152814
Overall	Bladder	IV	Ovary	11.27251119251787	Cancer	0.31002506030027144	1.4673354948327757
Overall	Bladder	IV	Lymphoma	9.84425460085036	Cancer	0.270744075930978	1.2814202575896616
Overall	Bladder	IV	Oral-Pharynx	6.139150397825356	Cancer	0.1688435202922265	0.7991292386407288
Overall	Bladder	IV	Myeloma	6.1304430918820465	Cancer	0.1686040454312994	0.7979958142549127
Overall	Bladder	IV	Bladder	0	Cancer	0	0
Overall	Bladder	IV	Index	2867.770019043768	Cancer	78.8715626799716	0
Overall	Bladder	IV	Kidney	0	Cancer	0	0
Overall	Bladder	IV	Melanoma	0	Cancer	0	0
Overall	Bladder	IV	Other Female	0	Cancer	0	0
Overall	Bladder	IV	Other Respiratory	0	Cancer	0	0
Overall	Bladder	IV	Other Urinary	0	Cancer	0	0
Overall	Bladder	IV	Uterus	0	Cancer	0	0
Overall	Bladder	IV	Heart Disease	125.01025075009015	NonCancer	3.4381257081982985	16.27250352745765
Overall	Bladder	IV	Other Non-Cancer	106.69901389939986	NonCancer	2.934516333866882	13.888941663873792
Overall	Bladder	IV	Diabetes	36.732543664912605	NonCancer	1.0102459753826347	4.781451463166124
Overall	Bladder	IV	COPD	35.71959758828588	NonCancer	0.9823871723951011	4.649596927189034
Overall	Bladder	IV	Cerebrovascular	29.545620339902456	NonCancer	0.8125858179291103	3.8459342999249246
Overall	Bladder	IV	Other Circulatory	28.686447853945094	NonCancer	0.7889562116046503	3.7340963728385677
Overall	Bladder	IV	Septicemia	28.095895235352494	NonCancer	0.7727143904112347	3.657224520238189
Overall	Bladder	IV	Alzheimer	24.983225955322098	NonCancer	0.6871074245138089	3.2520503722368317
Overall	Bladder	IV	Accident-External	20.992371464795973	NonCancer	0.5773479500768969	2.7325634230867064
Overall	Bladder	IV	Pneumonia-Influenza	19.56990862303646	NonCancer	0.538226309764479	2.5474023545237556
Overall	Bladder	IV	Suicide-Self-Injury	12.293482689875338	NonCancer	0.3381045844300148	1.6002346946383657
Overall	Bladder	IV	Chronic Liver	9.888748220585068	NonCancer	0.27196777284337365	1.2872119633076973
Overall	Bladder	IV	Nephritis-Nephrosis	9.268894130702611	NonCancer	0.254920080602382	1.2065259571314073
Overall	Bladder	IV	Other Infectious	9.151016176078677	NonCancer	0.25167811265342893	1.19118185998003
Overall	Bladder	IV	Alive	0	NonCancer	0	0
Overall	Bladder	Unknown/missing	Lung	43.26301199547518	Cancer	2.181695007336116	4.061833496286781
Overall	Bladder	Unknown/missing	Colon-Rectum	23.707536371795914	Cancer	1.1955388992332785	2.2258289681603602
Overall	Bladder	Unknown/missing	Pancreas	19.970806056964427	Cancer	1.007100658445004	1.874998647771197
Overall	Bladder	Unknown/missing	Prostate	19.167670759940272	Cancer	0.9665996348936093	1.7995947010500548
Overall	Bladder	Unknown/missing	Brain-Nervous	18.247029588724125	Cancer	0.9201729495070159	1.7131584827928157
Overall	Bladder	Unknown/missing	Lymphoma	17.758830681584325	Cancer	0.895553740876668	1.6673229622775443
Overall	Bladder	Unknown/missing	Oral-Pharynx	15.11805010954896	Cancer	0.7623827589283388	1.4193880523143068
Overall	Bladder	Unknown/missing	Breast	14.768109583287064	Cancer	0.7447357328939518	1.3865331934933938
Overall	Bladder	Unknown/missing	Other Cancer	13.349554852332162	Cancer	0.6731999421246678	1.253349375336874
Overall	Bladder	Unknown/missing	Melanoma	12.127810962857703	Cancer	0.6115890551113314	1.1386435325104411
Overall	Bladder	Unknown/missing	Other Respiratory	11.00994671452443	Cancer	0.5552166774848427	1.0336906353645738
Overall	Bladder	Unknown/missing	Other Digestive	10.910747382148465	Cancer	0.5502141897200437	1.0243771097345016
Overall	Bladder	Unknown/missing	Leukemia	10.303328787499822	Cancer	0.5195828939737681	0.9673484129283397
Overall	Bladder	Unknown/missing	Myeloma	10.27361871824621	Cancer	0.5180846554839238	0.9645590242818917
Overall	Bladder	Unknown/missing	Liver-Bile Duct	7.147432789676959	Cancer	0.3604353398727665	0.6710508718302999
Overall	Bladder	Unknown/missing	Uterus	6.142204268231619	Cancer	0.3097430291594362	0.5766730028031374
Overall	Bladder	Unknown/missing	Stomach	6.1355126056152525	Cancer	0.3094055776911373	0.5760447428159722
Overall	Bladder	Unknown/missing	Esophagus	6.1010545515326235	Cancer	0.307667904767152	0.5728095802178543
Overall	Bladder	Unknown/missing	Bladder	0	Cancer	0	0
Overall	Bladder	Unknown/missing	Cervix	0	Cancer	0	0
Overall	Bladder	Unknown/missing	Index	917.8895754829667	Cancer	46.28792614639268	0
Overall	Bladder	Unknown/missing	Kidney	0	Cancer	0	0
Overall	Bladder	Unknown/missing	Other Female	0	Cancer	0	0
Overall	Bladder	Unknown/missing	Other Male	0	Cancer	0	0
Overall	Bladder	Unknown/missing	Other Urinary	0	Cancer	0	0
Overall	Bladder	Unknown/missing	Ovary	0	Cancer	0	0
Overall	Bladder	Unknown/missing	Heart Disease	218.90803658349765	NonCancer	11.039235329475423	20.552614221455954
Overall	Bladder	Unknown/missing	Other Non-Cancer	159.3496516929341	NonCancer	8.035786772210495	14.960857393278268
Overall	Bladder	Unknown/missing	COPD	83.84443510519824	NonCancer	4.22816112482089	7.871900713319646
Overall	Bladder	Unknown/missing	Cerebrovascular	67.06116746046723	NonCancer	3.3818037045117113	6.296170417342
Overall	Bladder	Unknown/missing	Alzheimer	48.559511478086705	NonCancer	2.4487902913810746	4.5591058316892985
Overall	Bladder	Unknown/missing	Accident-External	45.06480572364528	NonCancer	2.27255702085957	4.230998466105484
Overall	Bladder	Unknown/missing	Diabetes	44.8490537295325	NonCancer	2.2616769404706254	4.210742163177024
Overall	Bladder	Unknown/missing	Septicemia	35.833150898457	NonCancer	1.8070171910467472	3.3642662839118573
Overall	Bladder	Unknown/missing	Other Infectious	34.152565005388325	NonCancer	1.7222675242253316	3.2064811515552076
Overall	Bladder	Unknown/missing	Pneumonia-Influenza	21.34491579737531	NonCancer	1.0763951486321388	2.0040096600363304
Overall	Bladder	Unknown/missing	Other Circulatory	16.318863081879122	NonCancer	0.822938128183516	1.5321287545635276
Overall	Bladder	Unknown/missing	Chronic Liver	14.06356195648254	NonCancer	0.7092063518145507	1.3203853452903311
Overall	Bladder	Unknown/missing	Suicide-Self-Injury	10.258449224103758	NonCancer	0.5173196784722016	0.9631348063047435
Overall	Bladder	Unknown/missing	Alive	0	NonCancer	0	0
Overall	Bladder	Unknown/missing	Nephritis-Nephrosis	0	NonCancer	0	0
Overall	Breast, All	I	Lung	3211.2201483824065	Cancer	4.248601072175497	5.111533787866101
Overall	Breast, All	I	Pancreas	1546.860984587218	Cancer	2.0465726216043527	2.4622516745954997
Overall	Breast, All	I	Colon-Rectum	1057.7035813226487	Cancer	1.3993934897035691	1.6836240879346496
Overall	Breast, All	I	Leukemia	565.0614159137117	Cancer	0.7476038473118448	0.8994495507003283
Overall	Breast, All	I	Ovary	519.0490826579592	Cancer	0.6867272834605125	0.826208357251225
Overall	Breast, All	I	Other Digestive	455.5365670479762	Cancer	0.6026971237553104	0.7251108446262075
Overall	Breast, All	I	Uterus	454.62276794180724	Cancer	0.6014881229136277	0.723656283807991
Overall	Breast, All	I	Other Cancer	379.15016577488586	Cancer	0.501634184637929	0.6035210273607725
Overall	Breast, All	I	Liver-Bile Duct	338.1557274604665	Cancer	0.4473965408365195	0.5382671840002352
Overall	Breast, All	I	Lymphoma	325.12960821015326	Cancer	0.4301623489543327	0.5175325580337503
Overall	Breast, All	I	Esophagus	292.36521726057964	Cancer	0.38681345972054515	0.4653790825201008
Overall	Breast, All	I	Stomach	278.724844375949	Cancer	0.3687665802838587	0.44366670415388876
Overall	Breast, All	I	Brain-Nervous	250.4670795794082	Cancer	0.33138017752590954	0.3986867548346711
Overall	Breast, All	I	Myeloma	232.8246941807	Cancer	0.3080384400998902	0.37060408068058703
Overall	Breast, All	I	Bladder	186.0466082711613	Cancer	0.2461487480930385	0.29614398277083875
Overall	Breast, All	I	Other Female	97.07764594614343	Cancer	0.12843846625053706	0.15452558353876
Overall	Breast, All	I	Other Respiratory	96.32179565629973	Cancer	0.12743843940608302	0.15332244139447235
Overall	Breast, All	I	Cervix	59.3384714040481	Cancer	0.07850769538659234	0.09445338142104816
Overall	Breast, All	I	Prostate	54.29439407982075	Cancer	0.07183413476551705	0.08642435492020703
Overall	Breast, All	I	Melanoma	51.02671370660801	Cancer	0.0675108340587275	0.08122294926633505
Overall	Breast, All	I	Oral-Pharynx	46.87507112513488	Cancer	0.062018008183235496	0.07461447636514411
Overall	Breast, All	I	Kidney	45.508836448887436	Cancer	0.06021041298822147	0.07243974078580023
Overall	Breast, All	I	Other Urinary	33.8202198860509	Cancer	0.04474580247681476	0.05383411559238376
Overall	Breast, All	I	Breast	0	Cancer	0	0
Overall	Breast, All	I	Index	12759.975020584061	Cancer	16.882070069438978	0
Overall	Breast, All	I	Other Male	0	Cancer	0	0
Overall	Breast, All	I	Other Non-Cancer	16125.525999084426	NonCancer	21.334858366411	25.66817819480673
Overall	Breast, All	I	Heart Disease	14889.487190190051	NonCancer	19.699518661855247	23.700684892312356
Overall	Breast, All	I	Alzheimer	4136.2315580419145	NonCancer	5.472436338914722	6.58394204894966
Overall	Breast, All	I	Cerebrovascular	4081.536402829826	NonCancer	5.400071977600553	6.496879773247385
Overall	Breast, All	I	COPD	3848.110844021149	NonCancer	5.091238564255387	6.125319252426938
Overall	Breast, All	I	Other Circulatory	1905.1057995115536	NonCancer	2.520548006180694	3.032496127233231
Overall	Breast, All	I	Diabetes	1600.4975943170557	NonCancer	2.1175364755527775	2.547628986094607
Overall	Breast, All	I	Accident-External	1264.9669643527304	NonCancer	1.6736130668969615	2.0135403616225083
Overall	Breast, All	I	Nephritis-Nephrosis	1218.8869439001508	NonCancer	1.6126469495788085	1.9401914255155988
Overall	Breast, All	I	Septicemia	1010.3246022582998	NonCancer	1.3367087867090481	1.608207504476797
Overall	Breast, All	I	Pneumonia-Influenza	1004.0654780897617	NonCancer	1.328427659777677	1.598244399117593
Overall	Breast, All	I	Chronic Liver	608.5298106111904	NonCancer	0.8051146562205661	0.968641371233837
Overall	Breast, All	I	Other Infectious	395.32140779836533	NonCancer	0.5230295275370987	0.6292619750925604
Overall	Breast, All	I	Suicide-Self-Injury	157.25274318944045	NonCancer	0.20805305847801814	0.25031068344920443
Overall	Breast, All	I	Alive	0	NonCancer	0	0
Overall	Breast, All	II	Lung	1362.9750252939596	Cancer	2.74926380767702	4.1246631078813
Overall	Breast, All	II	Pancreas	850.6222058942486	Cancer	1.715794347858336	2.5741704479434
Overall	Breast, All	II	Colon-Rectum	543.6109569066974	Cancer	1.096520406863598	1.6450866797867534
Overall	Breast, All	II	Uterus	356.5951969652242	Cancer	0.7192899729006458	1.0791357332852842
Overall	Breast, All	II	Leukemia	282.5731251631443	Cancer	0.5699796779956922	0.8551286142515878
Overall	Breast, All	II	Liver-Bile Duct	278.87566723429984	Cancer	0.5625215169321846	0.8439392908751314
Overall	Breast, All	II	Ovary	268.50267484116887	Cancer	0.5415981015837681	0.8125483275425106
Overall	Breast, All	II	Stomach	194.65931141232656	Cancer	0.39264828024109766	0.5890820194704848
Overall	Breast, All	II	Other Cancer	167.9919327221875	Cancer	0.33885737599279386	0.508380648553293
Overall	Breast, All	II	Bladder	147.19455668899792	Cancer	0.29690688375221463	0.445443200637598
Overall	Breast, All	II	Lymphoma	143.06295612270557	Cancer	0.28857301138192987	0.4329400658654754
Overall	Breast, All	II	Brain-Nervous	140.6389053251523	Cancer	0.2836834462747142	0.4256043533903757
Overall	Breast, All	II	Kidney	117.19824502287703	Cancer	0.23640117198417993	0.3546677441503641
Overall	Breast, All	II	Cervix	111.18718854515724	Cancer	0.22427623960214063	0.336476961169807
Overall	Breast, All	II	Myeloma	106.66291973933436	Cancer	0.21515031414259794	0.3227855256796438
Overall	Breast, All	II	Oral-Pharynx	95.44131011263252	Cancer	0.19251514868612338	0.28882645938764034
Overall	Breast, All	II	Other Female	75.70917653077244	Cancer	0.15271336237448047	0.22911267012922706
Overall	Breast, All	II	Esophagus	72.52523161488199	Cancer	0.14629101100307002	0.21947735041435026
Overall	Breast, All	II	Other Digestive	65.76674478292108	Cancer	0.13265843307834654	0.1990246782937599
Overall	Breast, All	II	Other Respiratory	61.526339143977275	Cancer	0.12410508944646054	0.18619227536867244
Overall	Breast, All	II	Prostate	25.754589487220453	Cancer	0.051949712536752575	0.07793906942180019
Overall	Breast, All	II	Melanoma	20.410864285218512	Cancer	0.041170857441541295	0.061767778099276326
Overall	Breast, All	II	Other Urinary	8.158078788308705	Cancer	0.01645570192897512	0.024688146139778742
Overall	Breast, All	II	Breast	0	Cancer	0	0
Overall	Breast, All	II	Index	16531.482432259214	Cancer	33.34573671183479	0
Overall	Breast, All	II	Other Male	0	Cancer	0	0
Overall	Breast, All	II	Heart Disease	8245.2179044366585	NonCancer	16.631470680241765	24.951848328649614
Overall	Breast, All	II	Other Non-Cancer	7548.289531332534	NonCancer	15.225692938785972	22.84278932460929
Overall	Breast, All	II	COPD	2445.5272995407736	NonCancer	4.932885467848906	7.400705107972835
Overall	Breast, All	II	Cerebrovascular	2139.3114676879327	NonCancer	4.31521596677411	6.474028447540124
Overall	Breast, All	II	Alzheimer	1965.7789741117963	NonCancer	3.965182697498379	5.948880839558265
Overall	Breast, All	II	Other Circulatory	1105.947722631806	NonCancer	2.23081273727571	3.3468417880957984
Overall	Breast, All	II	Diabetes	951.616369608145	NonCancer	1.919510185590094	2.8798010673248444
Overall	Breast, All	II	Accident-External	809.4270887629696	NonCancer	1.6326994690232561	2.449504935587743
Overall	Breast, All	II	Pneumonia-Influenza	636.6572980819949	NonCancer	1.2842046516096395	1.9266654348239658
Overall	Breast, All	II	Nephritis-Nephrosis	584.0667267604717	NonCancer	1.1781239445709046	1.7675147641757616
Overall	Breast, All	II	Septicemia	371.96223435991897	NonCancer	0.7502869016457943	1.1256397785121288
Overall	Breast, All	II	Other Infectious	292.94005757294775	NonCancer	0.5908908697211307	0.886501238737787
Overall	Breast, All	II	Chronic Liver	265.2020900026572	NonCancer	0.5349404752353099	0.8025600296902404
Overall	Breast, All	II	Suicide-Self-Injury	184.9296002267682	NonCancer	0.3730224306655805	0.5596377669840849
Overall	Breast, All	II	Alive	0	NonCancer	0	0
Overall	Breast, All	III	Lung	403.9367007264489	Cancer	2.3125705657894824	5.168371323288976
Overall	Breast, All	III	Pancreas	137.0825793260359	Cancer	0.7848089501690955	1.7539720224406425
Overall	Breast, All	III	Other Cancer	129.4550275641881	Cancer	0.7411405940584421	1.6563774742801534
Overall	Breast, All	III	Other Digestive	117.32935268520822	Cancer	0.6717201161344719	1.5012294270555808
Overall	Breast, All	III	Ovary	112.75631755737069	Cancer	0.6455391169483637	1.442717428585022
Overall	Breast, All	III	Uterus	99.71682609189882	Cancer	0.5708869645153651	1.2758770953367302
Overall	Breast, All	III	Colon-Rectum	98.30701388831088	Cancer	0.5628156746339433	1.2578385438727444
Overall	Breast, All	III	Leukemia	73.83987016001129	Cancer	0.4227392807008146	0.944781364911998
Overall	Breast, All	III	Stomach	64.82848888820165	Cancer	0.37114838774947984	0.8294807139320691
Overall	Breast, All	III	Kidney	53.549792464033104	Cancer	0.3065769305778503	0.6851697586315975
Overall	Breast, All	III	Myeloma	47.62420309873279	Cancer	0.2726524480376298	0.6093518245490385
